0,1,2,3,4
"8527-8530
--
--
To MRSL 3840-3842 & 3822; ex-NS 8527-8530 < nee N&W 8527-8530","--
--
To MRSL 3840-3842 & 3822; ex-NS 8527-8530 < nee N&W 8527-8530","--
To MRSL 3840-3842 & 3822; ex-NS 8527-8530 < nee N&W 8527-8530",To MRSL 3840-3842 & 3822; ex-NS 8527-8530 < nee N&W 8527-8530,
"8531-8534
--
--
To MRSL 3823-3826 & 3822; ex-NS 8531-8534","--
--
To MRSL 3823-3826 & 3822; ex-NS 8531-8534","--
To MRSL 3823-3826 & 3822; ex-NS 8531-8534",To MRSL 3823-3826 & 3822; ex-NS 8531-8534,
"8535
--
--
To EVFM 8535; ex-NS 8535","--
--
To EVFM 8535; ex-NS 8535","--
To EVFM 8535; ex-NS 8535",To EVFM 8535; ex-NS 8535,
"8536-38, 40, & 41
--
--
To MRSL 3827-30 & ?; ex-NS 8536-38, 40, & 41","--
--
To MRSL 3827-30 & ?; ex-NS 8536-38, 40, & 41","--
To MRSL 3827-30 & ?; ex-NS 8536-38, 40, & 41","To MRSL 3827-30 & ?; ex-NS 8536-38, 40, & 41",
"C39-8 (GE)
8592, 8596 & 8604
--
--
To FCCA 1016, 1029 & 1030; ex-NS 8592, 8596 & 8604","8592, 8596 & 8604
--
--
To FCCA 1016, 1029 & 1030; ex-NS 8592, 8596 & 8604","--
--
To FCCA 1016, 1029 & 1030; ex-NS 8592, 8596 & 8604","--
To FCCA 1016, 1029 & 1030; ex-NS 8592, 8596 & 8604","To FCCA 1016, 1029 & 1030; ex-NS 8592, 8596 & 8604"
"8633
--
--
To NREX 8622; ex-NS 8633","--
--
To NREX 8622; ex-NS 8633","--
To NREX 8622; ex-NS 8633",To NREX 8622; ex-NS 8633,
"8606
--
--
To SAR 8606; ex-NS 8606","--
--
To SAR 8606; ex-NS 8606","--
To SAR 8606; ex-NS 8606",To SAR 8606; ex-NS 8606,
"8610
--
--
To NREX 8610; ex-NS 8610","--
--
To NREX 8610; ex-NS 8610","--
To NREX 8610; ex-NS 8610",To NREX 8610; ex-NS 8610,
"8615-8617
--
--
To FCCA 1022, 1021 & 1014; ex-NS 8615-8617","--
--
To FCCA 1022, 1021 & 1014; ex-NS 8615-8617","--
To FCCA 1022, 1021 & 1014; ex-NS 8615-8617","To FCCA 1022, 1021 & 1014; ex-NS 8615-8617",
"8620 & 8627
--
--
To FCCA 1020 & 1027; ex-NS 8620 & 8627","--
--
To FCCA 1020 & 1027; ex-NS 8620 & 8627","--
To FCCA 1020 & 1027; ex-NS 8620 & 8627",To FCCA 1020 & 1027; ex-NS 8620 & 8627,
"8658
--
--
To NREX 8658; ex-NS 8658","--
--
To NREX 8658; ex-NS 8658","--
To NREX 8658; ex-NS 8658",To NREX 8658; ex-NS 8658,
"8630
--
--
To SAR 8630; ex-NS 8630","--
--
To SAR 8630; ex-NS 8630","--
To SAR 8630; ex-NS 8630",To SAR 8630; ex-NS 8630,
"8633
--
--
To NREX 8622; ex-NS 8633","--
--
To NREX 8622; ex-NS 8633","--
To NREX 8622; ex-NS 8633",To NREX 8622; ex-NS 8633,
"8636, 46, 48 & 752
--
--
To FCCA 1032, 1026, 1031 & 1017; ex-NS 8636, 8646, 8648 & 8652","--
--
To FCCA 1032, 1026, 1031 & 1017; ex-NS 8636, 8646, 8648 & 8652","--
To FCCA 1032, 1026, 1031 & 1017; ex-NS 8636, 8646, 8648 & 8652","To FCCA 1032, 1026, 1031 & 1017; ex-NS 8636, 8646, 8648 & 8652",
"8658
--
--
To NREX 8658; ex-NS 8658","--
--
To NREX 8658; ex-NS 8658","--
To NREX 8658; ex-NS 8658",To NREX 8658; ex-NS 8658,
"EBBX C39-8 Dispositions: The following locos went directly to Cycle Systems to be scrapped:

EBXX 8550, 8553, 8555, 8556 & 8559
EBBX 8563, 8565
EBBX 8574, 8575 & 8578
EBBX 8618  & 8619
EBBX 8623  & 8624
EBBX 8631
EBBX 8643, 8644 & 8647
EBBX 8653  & 8656
EBBX 8661
Abbreviations:

B&O - Baltimore & Ohio
CR - Conrail
EFVM - E.F. Vitoria-Minas
FCCA - Ferrovia Centro-Atlantica
MRSL - MRS Logistica
N&W - Norfolk & Western
NREX - National Railway Equipment
NS - Norfolk Southern
SP - Southern Pacific


Reference source: Chris Toth's Norfolk Southern website",,,,
