Company,Abbr,Model,Road No.,Date
WATCO,WAMX,SD60,WAMX 6000,Jul-85
WATCO,WAMX,SD60,WAMX 6001,Feb-86
WATCO,WAMX,SD60,WAMX 6002,Feb-86
WATCO,WAMX,SD60,WAMX 6003,Feb-86
WATCO,WAMX,SD60,WAMX 6004,Jun-86
WATCO,WAMX,SD60,WAMX 6005,Aug-68
WATCO,WAMX,SD60,WAMX 6006,Nov-88
WATCO,WAMX,SD60,WAMX 6007,Nov-88
WATCO,WAMX,SD60,WAMX 6008,Dec-88
WATCO,WAMX,SD60,WAMX 6009,Dec-88
WATCO,WAMX,SD60,WAMX 6010,Dec-90
WATCO,WAMX,SD60,WAMX 6011,Dec-90
WATCO,WAMX,SD60,WAMX 6012,May-91
WATCO,WAMX,SD60M,WAMX 6013,Dec-92
WATCO,WAMX,SD60M,WAMX 6014,Mar-93
WATCO,WAMX,SD60M,WAMX 6015,Jun-93
WATCO,WAMX,SD60-3,WAMX 6016,Aug-86
WATCO,WAMX,SD60-3,WAMX 6017,Aug-86
WATCO,WAMX,SD60-3,WAMX 6018,Sep-86
WATCO,WAMX,SD60-3,WAMX 6019,Sep-86
WATCO,WAMX,SD60-3,WAMX 6020,Aug-86
WATCO,WAMX,SD60-3,WAMX 6021,Sep-86
WATCO,WAMX,SD60M,WAMX 6022,Jun-89
WATCO,WAMX,SD60M,WAMX 6023:1,Jan-89
WATCO,WAMX,SD60M,WAMX 6023:2,Jun-89
WATCO,WAMX,SD60M,WAMX 6024,Apr-89
WATCO,WAMX,SD60M,WAMX 6025,May-89
WATCO,WAMX,SD60M,WAMX 6026,Jun-89
WATCO,WAMX,SD60M,WAMX 6027,Sep-90
WATCO,WAMX,SD60M,WAMX 6028,Oct-90
WATCO,WAMX,SD60M,WAMX 6029,Oct-90
WATCO,WAMX,SD60M,WAMX 6030,Jul-89
WATCO,WAMX,SD60M,WAMX 6031,Feb-92
WATCO,WAMX,SD60M,WAMX 6032,Sep-90
WATCO,WAMX,SD60M,WAMX 6033,Sep-90
WATCO,WAMX,SD60M,WAMX 6034,Oct-90
WATCO,WAMX,SD60M,WAMX 6035,Oct-90
WATCO,WAMX,SD60M,WAMX 6036,Nov-90
WATCO,WAMX,SD60M,WAMX 6037,Nov-91
WATCO,WAMX,SD60M,WAMX 6038,Nov-91
WATCO,WAMX,SD60M,WAMX 6039,Dec-91
WATCO,WAMX,SD60M,WAMX 6040,Mar-92
WATCO,WAMX,SD60M,WAMX 6041,Mar-92
WATCO,WAMX,SD60M,WAMX 6042,Aug-92
WATCO,WAMX,SD60M,WAMX 6043,Sep-92
WATCO,WAMX,SD60M,WAMX 6044,Sep-92
WATCO,WAMX,SD60M,WAMX 6045,Sep-90
WATCO,WAMX,SD60M,WAMX 6046,
WATCO,WAMX,SD60M,WAMX 6047,Jan-89
WATCO,WAMX,SD60M,WAMX 6048,Jan-92
WATCO,WAMX,SD60M,WAMX 6049,
WATCO,WAMX,SD60M,WAMX 6050,Sep-92
WATCO,WAMX,SD60M,WAMX 6051,Jan-89
WATCO,WAMX,SD60M,WAMX 6052,Feb-92
WATCO,WAMX,SD60M,WAMX 6053,Feb-92
WATCO,WAMX,SD60M,WAMX 6054,Jul-89
WATCO,WAMX,SD60M,WAMX 6055,Sep-90
WATCO,WAMX,SD60M,WAMX 6056,Oct-90
WATCO,WAMX,SD60M,WAMX 6057,Nov-91
WATCO,WAMX,SD60M,WAMX 6058,Nov-91
WATCO,WAMX,SD60M,WAMX 6059,Jan-92
WATCO,WAMX,GP7,WAMX 7001,Aug-52
WATCO,WAMX,GP7,WAMX 7008,Mar-51
WATCO,WAMX,GP7,WAMX 7014,Jun-53
WATCO,WAMX,GP7,WAMX 7016,Jun-53
WATCO,WAMX,GP7,WAMX 7018,Mar-50
WATCO,WAMX,GP7,WAMX 7020,Sep-52
WATCO,WAMX,GP7,WAMX 7022,Sep-52
WATCO,WAMX,GP7,WAMX 7024,Mar-53
WATCO,WAMX,GP7,WAMX 7025,Dec-52
WATCO,WAMX,GP9,WAMX 9004,Aug-57
WATCO,WAMX,35-Ton,WAMX H-1,May-57
WATCO,WAMX,45-Ton,WAMX H-2,
WATCO,WAMX,45-Ton,WAMX S-3,
WATCO,WAMX,45-Ton,WAMX Z-10,
WATCO,WAMX,25-Ton,WAMX No#,Nov-50
