Company,Abbr,Model,Road No.,Date
Railway Equipment and Leasing Company,Relco,SW900,913-914,
Railway Equipment and Leasing Company,Relco,SW900,"916, 17 & 19",Jan-58
Railway Equipment and Leasing Company,Relco,SW8,920 & 921,
Railway Equipment and Leasing Company,Relco,SW8,922,
Railway Equipment and Leasing Company,Relco,S2 / S4,1001-1003,Sep-50
Railway Equipment and Leasing Company,Relco,S2 / S4,1004 & 1009,Oct-49
Railway Equipment and Leasing Company,Relco,S2 / S4,1005 & 1006,Aug-45
Railway Equipment and Leasing Company,Relco,S2 / S4,"1007, 1010",Sep-50
Railway Equipment and Leasing Company,Relco,S2 / S4,1008 & 1011,Feb-46
Railway Equipment and Leasing Company,Relco,S2 / S4,1012-1014,Mar-48
Railway Equipment and Leasing Company,Relco,S2 / S4,"1015, 16 & 18",Oct-47
Railway Equipment and Leasing Company,Relco,S2 / S4,"1017, 1019 & 1020",Oct-47
Railway Equipment and Leasing Company,Relco,S2 / S4,1021 & 1023,Mar-54
Railway Equipment and Leasing Company,Relco,S2 / S4,"1022, 24 & 25",
Railway Equipment and Leasing Company,Relco,S2 / S4,1028,Jun-49
Railway Equipment and Leasing Company,Relco,S2 / S4,1026 & 1027,Sep-42
Railway Equipment and Leasing Company,Relco,S2 / S4,1029 & 1032,Feb-41
Railway Equipment and Leasing Company,Relco,S2 / S4,1034,Aug-41
Railway Equipment and Leasing Company,Relco,S2 / S4,"1030, 1031 & 1034",Jun-43
Railway Equipment and Leasing Company,Relco,S2 / S4,1033,Apr-53
Railway Equipment and Leasing Company,Relco,S2 / S4,1033(2nd & 3rd),Aug-46
Railway Equipment and Leasing Company,Relco,S2 / S4,1035,Jul-46
Railway Equipment and Leasing Company,Relco,S2 / S4,1036 & 1037,Mar-49
Railway Equipment and Leasing Company,Relco,S2 / S4,1038 & 1039,May-53
Railway Equipment and Leasing Company,Relco,S2 / S4,1040 & 1041,
Railway Equipment and Leasing Company,Relco,S2 / S4,1042-1045,May-47
Railway Equipment and Leasing Company,Relco,S2 / S4,1047-1049,Jun-48
Railway Equipment and Leasing Company,Relco,S2 / S4,"1050, 1051 & 1053(1st)",Jan-52
Railway Equipment and Leasing Company,Relco,S2 / S4,"1052, 1053(2nd) & 1056",Apr-56
Railway Equipment and Leasing Company,Relco,S2 / S4,1054 & 1055,Jan-42
Railway Equipment and Leasing Company,Relco,S2 / S4,1057-1059,May-56
Railway Equipment and Leasing Company,Relco,S2 / S4,1061 & 1062,Feb-47
Railway Equipment and Leasing Company,Relco,S2 / S4,"1062, 63 & 64",Jul-48
Railway Equipment and Leasing Company,Relco,S2 / S4,1065-1067,Feb-47
Railway Equipment and Leasing Company,Relco,S2 / S4,1070 & 1072,Oct-52
Railway Equipment and Leasing Company,Relco,S2 / S4,1071(1st) & 1071(2nd),Jan-52
Railway Equipment and Leasing Company,Relco,S2 / S4,1073 & 1074,Jan-49
Railway Equipment and Leasing Company,Relco,S2 / S4,1075 & 1075(2nd),Feb-51
Railway Equipment and Leasing Company,Relco,S2 / S4,1076,Jan-54
Railway Equipment and Leasing Company,Relco,S2 / S4,1077,Jan-54
Railway Equipment and Leasing Company,Relco,S2 / S4,1078,Sep-43
Railway Equipment and Leasing Company,Relco,NW2 / SW9,1201 & 1202,Mar-49
Railway Equipment and Leasing Company,Relco,NW2 / SW9,"1203, 04 & 06(2nd)",Oct-46
Railway Equipment and Leasing Company,Relco,NW2 / SW9,1205 & 1207,Jan-48
Railway Equipment and Leasing Company,Relco,NW2 / SW9,1206(1st),Nov-51
Railway Equipment and Leasing Company,Relco,NW2 / SW9,1208-1210,Mar-48
Railway Equipment and Leasing Company,Relco,NW2 / SW9,1211-1213,Jun-48
Railway Equipment and Leasing Company,Relco,NW2 / SW9,1211(2nd)-1213(2nd),
Railway Equipment and Leasing Company,Relco,NW2 / SW9,1214 & 1215,Nov-48
Railway Equipment and Leasing Company,Relco,NW2 / SW9,"1214(2nd), 1215(2nd) & 1215(3rd)",
Railway Equipment and Leasing Company,Relco,NW2 / SW9,1216 & 1217,Oct-49
Railway Equipment and Leasing Company,Relco,NW2 / SW9,1218 & 1219,Aug-44
Railway Equipment and Leasing Company,Relco,NW2 / SW9,1220,
Railway Equipment and Leasing Company,Relco,NW2 / SW9,1234,Aug-41
Railway Equipment and Leasing Company,Relco,NW2 / SW9,1231-1234,Jun-48
Railway Equipment and Leasing Company,Relco,SW7,"1241, 1251 & 1255",Mar-50
Railway Equipment and Leasing Company,Relco,SW9,1250 & 1252,
Railway Equipment and Leasing Company,Relco,SW9,"1253, 1254 & 1256",Feb-51
Railway Equipment and Leasing Company,Relco,SW9,1257-1259,Oct-51
Railway Equipment and Leasing Company,Relco,SW9,1261 & 1263,Mar-52
Railway Equipment and Leasing Company,Relco,SW1200,"1260, 1262 & 1264",Jul-60
Railway Equipment and Leasing Company,Relco,SW1200,"1265, 1267-168",
Railway Equipment and Leasing Company,Relco,SW1200,1266 & 1270,Feb-59
Railway Equipment and Leasing Company,Relco,SW1200,1269,Feb-56
Railway Equipment and Leasing Company,Relco,SW1200,1271-1273,May-59
Railway Equipment and Leasing Company,Relco,SW1200RS,1281-1283,Jul-56
Railway Equipment and Leasing Company,Relco,SW1200RS,1284-1286,Jun-57
Railway Equipment and Leasing Company,Relco,SW1200RS,1287-1289,Oct-56
Railway Equipment and Leasing Company,Relco,SW1200RS,1290-1292,May-58
Railway Equipment and Leasing Company,Relco,SW1200RS,1293-1295,Nov-57
Railway Equipment and Leasing Company,Relco,SW1200RS,1296-1298,Aug-57
Railway Equipment and Leasing Company,Relco,SW1200RS,1299(2nd),Nov-56
Railway Equipment and Leasing Company,Relco,NW5,1299(1st) / 1301,Jan-47
Railway Equipment and Leasing Company,Relco,SW1200,1308 & 1317,Jan-60
Railway Equipment and Leasing Company,Relco,SW1,1311,Aug-64
Railway Equipment and Leasing Company,Relco,SW1000 / 1500,1401,Apr-72
Railway Equipment and Leasing Company,Relco,SW1000 / 1500,1500,Nov-68
Railway Equipment and Leasing Company,Relco,SW1000 / 1500,1508,May-76
Railway Equipment and Leasing Company,Relco,RS3,1601,Aug-55
Railway Equipment and Leasing Company,Relco,GP7 / GP7u,1602-03 & 07,Aug-52
Railway Equipment and Leasing Company,Relco,GP7 / GP7u,1604 & 1605,Jun-53
Railway Equipment and Leasing Company,Relco,GP7 / GP7u,1608,Sep-52
Railway Equipment and Leasing Company,Relco,GP9r,1609-1611,Aug-55
Railway Equipment and Leasing Company,Relco,GP9r,1612-1615,May-54
Railway Equipment and Leasing Company,Relco,GP9r,1616-1618,Jul-55
Railway Equipment and Leasing Company,Relco,GP9r,1619(1st) & 1619(2nd),Mar-56
Railway Equipment and Leasing Company,Relco,GP10,1606,Mar-53
Railway Equipment and Leasing Company,Relco,GP10,1620-21,Mar-53
Railway Equipment and Leasing Company,Relco,GP18,1622,Feb-60
Railway Equipment and Leasing Company,Relco,GP9,1700 & 1705,Aug-56
Railway Equipment and Leasing Company,Relco,GP11,1803,Aug-56
Railway Equipment and Leasing Company,Relco,GP20,2001,Dec-59
Railway Equipment and Leasing Company,Relco,GP38M-4,2050,Feb-64
Railway Equipment and Leasing Company,Relco,SD40-3,3001-3019,
Railway Equipment and Leasing Company,Relco,SD40-3,3061-3064,Jan-70
Railway Equipment and Leasing Company,Relco,B39-8E,8500 & 8501,Oct-87
Railway Equipment and Leasing Company,Relco,B39-8E,8503,Apr-88
Railway Equipment and Leasing Company,Relco,B39-8E,8507-010,Nov-87
Railway Equipment and Leasing Company,Relco,B39-8E,8512-15,Nov-87
Railway Equipment and Leasing Company,Relco,B39-8E,"8517, 20 & 21",Nov-87
Railway Equipment and Leasing Company,Relco,B39-8E,"8523, 24 & 27-29",Nov-87
Railway Equipment and Leasing Company,Relco,B39-8E,"8532, 34 & 37-8",Nov-87
Railway Equipment and Leasing Company,Relco,B39-8E,"8542, 43, 45 & 47",Dec-87
Railway Equipment and Leasing Company,Relco,B39-8E,"8551, 62, 64, & 68",Jan-88
Railway Equipment and Leasing Company,Relco,B39-8E,"8570, 71 & 73",Mar-88
Railway Equipment and Leasing Company,Relco,B39-8E,8577 & 80-82,Mar-88
Railway Equipment and Leasing Company,Relco,B39-8E,"8584, & 86-90",Apr-88
Railway Equipment and Leasing Company,Relco,B39-8E,"8595, 98, & 99",Apr-88
Railway Equipment and Leasing Company,Relco,C40-8,9028 & 9039,Jun-89
Railway Equipment and Leasing Company,Relco,C40-8,"9041, 9043 & 9049",Aug-89
